1,(145000.0, 246500.0, 146000.0, 247000.0)
2,(145000.0, 246000.0, 146000.0, 246500.0)
3,(145000.0, 245500.0, 146000.0, 246000.0)
4,(145000.0, 245000.0, 146000.0, 245500.0)
5,(145000.0, 244500.0, 146000.0, 245000.0)
6,(145000.0, 244000.0, 146000.0, 244500.0)
7,(145000.0, 243500.0, 146000.0, 244000.0)
8,(145000.0, 243000.0, 146000.0, 243500.0)
9,(145000.0, 242500.0, 146000.0, 243000.0)
10,(145000.0, 242000.0, 146000.0, 242500.0)
11,(145000.0, 241500.0, 146000.0, 242000.0)
12,(145000.0, 241000.0, 146000.0, 241500.0)
13,(145000.0, 240500.0, 146000.0, 241000.0)
14,(145000.0, 240000.0, 146000.0, 240500.0)
15,(145000.0, 239500.0, 146000.0, 240000.0)
16,(145000.0, 239000.0, 146000.0, 239500.0)
17,(145000.0, 238500.0, 146000.0, 239000.0)
18,(145000.0, 238000.0, 146000.0, 238500.0)
19,(146000.0, 246500.0, 147000.0, 247000.0)
20,(146000.0, 246000.0, 147000.0, 246500.0)
21,(146000.0, 245500.0, 147000.0, 246000.0)
22,(146000.0, 245000.0, 147000.0, 245500.0)
23,(146000.0, 244500.0, 147000.0, 245000.0)
24,(146000.0, 244000.0, 147000.0, 244500.0)
25,(146000.0, 243500.0, 147000.0, 244000.0)
26,(146000.0, 243000.0, 147000.0, 243500.0)
27,(146000.0, 242500.0, 147000.0, 243000.0)
28,(146000.0, 242000.0, 147000.0, 242500.0)
29,(146000.0, 241500.0, 147000.0, 242000.0)
30,(146000.0, 241000.0, 147000.0, 241500.0)
31,(146000.0, 240500.0, 147000.0, 241000.0)
32,(146000.0, 240000.0, 147000.0, 240500.0)
33,(146000.0, 239500.0, 147000.0, 240000.0)
34,(146000.0, 239000.0, 147000.0, 239500.0)
35,(146000.0, 238500.0, 147000.0, 239000.0)
36,(146000.0, 238000.0, 147000.0, 238500.0)
37,(147000.0, 246500.0, 148000.0, 247000.0)
38,(147000.0, 246000.0, 148000.0, 246500.0)
39,(147000.0, 245500.0, 148000.0, 246000.0)
40,(147000.0, 245000.0, 148000.0, 245500.0)
41,(147000.0, 244500.0, 148000.0, 245000.0)
42,(147000.0, 244000.0, 148000.0, 244500.0)
43,(147000.0, 243500.0, 148000.0, 244000.0)
44,(147000.0, 243000.0, 148000.0, 243500.0)
45,(147000.0, 242500.0, 148000.0, 243000.0)
46,(147000.0, 242000.0, 148000.0, 242500.0)
47,(147000.0, 241500.0, 148000.0, 242000.0)
48,(147000.0, 241000.0, 148000.0, 241500.0)
49,(147000.0, 240500.0, 148000.0, 241000.0)
50,(147000.0, 240000.0, 148000.0, 240500.0)
51,(147000.0, 239500.0, 148000.0, 240000.0)
52,(147000.0, 239000.0, 148000.0, 239500.0)
53,(147000.0, 238500.0, 148000.0, 239000.0)
54,(147000.0, 238000.0, 148000.0, 238500.0)
55,(148000.0, 246500.0, 149000.0, 247000.0)
56,(148000.0, 246000.0, 149000.0, 246500.0)
57,(148000.0, 245500.0, 149000.0, 246000.0)
58,(148000.0, 245000.0, 149000.0, 245500.0)
59,(148000.0, 244500.0, 149000.0, 245000.0)
60,(148000.0, 244000.0, 149000.0, 244500.0)
61,(148000.0, 243500.0, 149000.0, 244000.0)
62,(148000.0, 243000.0, 149000.0, 243500.0)
63,(148000.0, 242500.0, 149000.0, 243000.0)
64,(148000.0, 242000.0, 149000.0, 242500.0)
65,(148000.0, 241500.0, 149000.0, 242000.0)
66,(148000.0, 241000.0, 149000.0, 241500.0)
67,(148000.0, 240500.0, 149000.0, 241000.0)
68,(148000.0, 240000.0, 149000.0, 240500.0)
69,(148000.0, 239500.0, 149000.0, 240000.0)
70,(148000.0, 239000.0, 149000.0, 239500.0)
71,(148000.0, 238500.0, 149000.0, 239000.0)
72,(148000.0, 238000.0, 149000.0, 238500.0)
73,(149000.0, 246500.0, 150000.0, 247000.0)
74,(149000.0, 246000.0, 150000.0, 246500.0)
75,(149000.0, 245500.0, 150000.0, 246000.0)
76,(149000.0, 245000.0, 150000.0, 245500.0)
77,(149000.0, 244500.0, 150000.0, 245000.0)
78,(149000.0, 244000.0, 150000.0, 244500.0)
79,(149000.0, 243500.0, 150000.0, 244000.0)
80,(149000.0, 243000.0, 150000.0, 243500.0)
81,(149000.0, 242500.0, 150000.0, 243000.0)
82,(149000.0, 242000.0, 150000.0, 242500.0)
83,(149000.0, 241500.0, 150000.0, 242000.0)
84,(149000.0, 241000.0, 150000.0, 241500.0)
85,(149000.0, 240500.0, 150000.0, 241000.0)
86,(149000.0, 240000.0, 150000.0, 240500.0)
87,(149000.0, 239500.0, 150000.0, 240000.0)
88,(149000.0, 239000.0, 150000.0, 239500.0)
